file_name,element,matched_sentences,sentence_count,sentence_density,matched_lemmas,total_lemmas,token_density,role_weighted_score,role_weighted_density,top_words
bible_BKR_1Pa.txt,moral,0,40,0.0,0,307,0.0,0.0,0.0,
bible_BKR_1Pa.txt,prophetic_speech,0,40,0.0,0,307,0.0,0.0,0.0,
bible_BKR_1Pa.txt,ritual_sacrifice,0,40,0.0,0,307,0.0,0.0,0.0,
bible_BKR_1Pa.txt,royal_power,0,40,0.0,0,307,0.0,0.0,0.0,
bible_BKR_1Pa.txt,sacred_space,0,40,0.0,0,307,0.0,0.0,0.0,
bible_BKR_1Pa.txt,war_conflict,0,40,0.0,0,307,0.0,0.0,0.0,
bible_BKR_1Pa.txt,wisdom,0,40,0.0,0,307,0.0,0.0,0.0,
bible_BKR_1Pa.txt,yhwh_elements,0,40,0.0,0,307,0.0,0.0,0.0,
bible_BKR_1S.txt,christian_elements,26,40,0.65,26,763,0.03408,25.3,0.6325,hospodin:26
bible_BKR_1S.txt,covenant_law,0,40,0.0,0,763,0.0,0.0,0.0,
bible_BKR_1S.txt,divine,28,40,0.7,32,763,0.04194,31.4,0.785,hospodin:26; bůh:3; duch:1; milost:1; svatý:1
bible_BKR_1S.txt,divine_hierarchy,0,40,0.0,0,763,0.0,0.0,0.0,
bible_BKR_1S.txt,eschatology,0,40,0.0,0,763,0.0,0.0,0.0,
bible_BKR_1S.txt,genealogy_lineage,0,40,0.0,0,763,0.0,0.0,0.0,
bible_BKR_1S.txt,kinship,2,40,0.05,3,763,0.00393,2.9,0.0725,syn:1; žena:1; muž:1
bible_BKR_1S.txt,legal,0,40,0.0,0,763,0.0,0.0,0.0,
bible_BKR_1S.txt,life_death,0,40,0.0,0,763,0.0,0.0,0.0,
bible_BKR_1S.txt,monotheism,27,40,0.675,29,763,0.03801,28.1,0.7025,hospodin:26; bůh:3
bible_BKR_1S.txt,moral,3,40,0.075,3,763,0.00393,3.3,0.0825,bezbožný:2; dobrý:1
bible_BKR_1S.txt,prophetic_speech,0,40,0.0,0,763,0.0,0.0,0.0,
bible_BKR_1S.txt,ritual_sacrifice,3,40,0.075,3,763,0.00393,2.6,0.065,kněz:2; oběť:1
bible_BKR_1S.txt,royal_power,1,40,0.025,1,763,0.00131,0.8,0.02,král:1
bible_BKR_1S.txt,sacred_space,0,40,0.0,0,763,0.0,0.0,0.0,
bible_BKR_1S.txt,war_conflict,0,40,0.0,0,763,0.0,0.0,0.0,
bible_BKR_1S.txt,wisdom,0,40,0.0,0,763,0.0,0.0,0.0,
bible_BKR_1S.txt,yhwh_elements,26,40,0.65,26,763,0.03408,25.3,0.6325,hospodin:26
bible_BKR_1Te.txt,christian_elements,13,40,0.325,15,738,0.02033,14.6,0.365,ježíš:6; evangelium:6; kristus:3
bible_BKR_1Te.txt,covenant_law,0,40,0.0,0,738,0.0,0.0,0.0,
bible_BKR_1Te.txt,divine,23,40,0.575,31,738,0.04201,31.0,0.775,bůh:13; ježíš:6; víra:6; kristus:3; duch:2; milost:1
bible_BKR_1Te.txt,divine_hierarchy,0,40,0.0,0,738,0.0,0.0,0.0,
bible_BKR_1Te.txt,eschatology,0,40,0.0,0,738,0.0,0.0,0.0,
bible_BKR_1Te.txt,genealogy_lineage,1,40,0.025,1,738,0.00136,0.8,0.02,pokolení:1
bible_BKR_1Te.txt,kinship,3,40,0.075,3,738,0.00407,3.3,0.0825,syn:1; matka:1; otec:1
bible_BKR_1Te.txt,legal,1,40,0.025,1,738,0.00136,0.8,0.02,svědek:1
bible_BKR_1Te.txt,life_death,0,40,0.0,0,738,0.0,0.0,0.0,
bible_BKR_1Te.txt,monotheism,13,40,0.325,13,738,0.01762,13.6,0.34,bůh:13
bible_BKR_1Te.txt,moral,2,40,0.05,2,738,0.00271,1.8,0.045,pravda:1; hřích:1
