subj,verb,obj,count_total
tolikéž,vejít,věk,2
koleno,vejít,věk,2
hospodin,vyhledávat,ten,2
hřích,být,toba,2
muž,pojmout,žena,2
kterýž,vzít,on,2
kterýž,vzít,se,2
ohavnost,být,Hospodin,2
svobodna,být,dům,2
svobodna,být,rok,2
kterýž,jít,Egypt,2
hospodin,vyslyšet,hlas,2
oltář,vzdělat,svůj,2
kole,přičinit,ruka,2
hospodin,otevřít,poklad,2
kdo,vysvobodit,ty,2
hospodin,přivést,ty,2
člověk,být,bratr,2
nepřítel,ssoužit,město,2
hospodin,rozptýlit,ty,2
hospodin,dát,srdce,2
kterýž,vidět,ten,2
kterýž,bydlet,prostřed,2
kterýž,vážit,voda,2
hospodin,uvést,kterýž,2
jenž,mít,ty,2
ten,mluvit,slovo,2
hospodin,vyhladit,tvář,2
ten,rozdělit,on,2
on,činit,co,2
ten,uvést,země,2
kterýž,zplodit,ty,2
kdo,vytrhnout,můj,2
Moábské,být,země,2
já,dávat,syn,2
hospodin,přijít,tisíc,2
Mojžíš,vydat,my,2
Thumim,říci,Léví,2
Thumim,říci,otec,2
kterýž,říci,Léví,2
síla,odejít,on,2
syn,poslouchat,on,2
Mojžíš,činit,země,2
Mojžíš,činit,věc,2
Mojžíš,činit,oko,2
kterýž,požehnat,požehnání,2
vy,mít,naděje,2
obřízka,slout,tělo,2
jatý,vést,vězeň,2
hněv,přicházet,syn,2
muž,milovat,žena,2
kdo,milovat,žena,2
kdo,milovat,se,2
kdo,milovat,ť,2
milovat,milovat,žena,2
milovat,milovat,se,2
milovat,milovat,ť,2
člověk,opustit,ť,2
vy,mít,nebese,2
úřad,konat,jenž,2
vy,vědět,věc,2
co,dít,já,2
Tychikus,oznámit,vy,2
královna,učinit,co,2
Mardocheus,přikázat,on,2
kterýž,vcházet,braný,2
král,sňavit,prsten,2
stříbro,darovat,ten,2
poslové,vyjet,poručení,2
ť,zahýt,ť,2
Ester,připravit,kterýž,2
král,říci,Ester,2
král,zvelebit,on,2
král,říci,den,2
slovo,vyjít,ústa,2
věc,vidět,dobrý,2
což,být,krajina,2
on,být,krajina,2
král,říci,královna,2
kterýž,jezdívat,kůň,2
všickn,mít,dílo,2
Žid,zmordovat,Susan,2
Mardocheus,nařídit,on,2
kterýž,vejít,Jákob,2
král,povstat,ten,2
kterýž,znát,Jozef,2
kterýž,vybírat,plat,2
kterýž,činit,křivda,2
Mojžíš,říci,bůh,2
já,být,ústa,2
on,mluvit,lid,2
hůl,vzít,ruka,2
Mojžíš,vzít,hůl,2
hospodin,obořit,on,2
Aron,mluvit,všecka,2
Aron,mluvit,Mojžíš,2
kterýž,mluvit,všecka,2
hospodin,mluvit,všecka,2
Mojžíš,přijít,Aron,2
Mojžíš,navrátit,hospodin,2
bůh,mluvit,Mojžíš,2
kterýž,podrobovat,služba,2
kterýžto,porodit,on,2
Farao,poslechnout,vy,2
hospodin,poslat,toba,2
můj,být,ruka,2
Aron,vztáhnout,ruka,2
Farao,povolat,Mojžíš,2
on,být,jenž,2
Mojžíš,sypat,on,2
Mojžíš,sypat,nebe,2
Mojžíš,vztáhnout,hůl,2
Mojžíš,vztáhnout,nebe,2
len,být,hlávka,2
žádný,jíst,on,2
hospodin,vyvést,vy,2
hospodin,učinit,což,2
hospodin,učinit,já,2
syn,vyjít,ruka,2
Mojžíš,vztáhnout,moře,2
voda,být,on,2
voda,být,strana,2
pravice,potřet,nepřítel,2
Uvedeš,být,hora,2
shromáždění,reptat,všecek,2
kterýž,dát,hospodin,2
sobota,být,den,2
on,dávat,vy,2
on,dávat,den,2
Mojžíš,odpovědět,jenž,2
voda,vyjít,on,2
Mojžíš,poručit,on,2
kterýž,přicházet,on,2
lid,stát,jitro,2
lid,stát,večer,2
on,soudit,lid,2
lid,být,místo,2
lid,být,já,2
Mojžíš,oznámit,slovo,2
pán,dát,on,2
služebník,říci,pakle,2
pán,postavit,on,2
ť,učinit,on,2
zub,vyrazit,služebník,2
zub,vyrazit,svůj,2
on,volat,já,2
kdož,mít,nenávist,2
co,zůstat,on,2
každý,ukázat,třikrát,2
anděl,jít,teba,2
ruka,vztáhnout,svůj,2
Mojžíš,vstoupit,hora,2
oblak,přikrýt,on,2
oblak,přikrýt,den,2
dlouhost,být,loket,2
kterýž,být,noha,2
sloupec,být,on,2
miska,být,svícen,2
koule,být,prut,2
kterýž,být,hedbáví,2
tolikéž,udělat,kraj,2
tolikéž,udělat,konec,2
tolikéž,udělat,spojení,2
čtyřidcet,udělat,dvadcet,2
náprsník,udělat,dílo,2
ten,mít,se,2
Aron,mít,se,2
syn,posvětit,kterýž,2
Aron,vložit,svůj,2
Skopec,rozsekat,kus,2
kterýž,být,koš,2
truhlo,být,kterouž,2
truhlo,být,svědectví,2
kterýž,být,kterouž,2
každý,dát,lota,2
bohatý,dát,více,2
bohatý,dát,méně,2
chudý,dát,více,2
chudý,dát,méně,2
kterýž,posvěcovat,vy,2
kdo,dělat,on,2
kdo,dělat,dílo,2
kdož,dělat,den,2
kterýž,odpovědět,ten,2
hospodin,sstoupit,oblak,2
já,učinit,smlouva,2
já,učinit,teba,2
já,vyhnout,tvář,2
abys,brát,syn,2
žena,příst,všecka,2
žena,příst,srst,2
muž,přinášet,potřeba,2
muž,přinášet,hospodin,2
syn,přinášet,potřeba,2
syn,přinášet,hospodin,2
obět,přinášet,potřeba,2
obět,přinášet,hospodin,2
jeden,spojit,jeden,2
padesát,udělat,čaloun,2
padesát,udělat,jeden,2
padesát,udělat,kraj,2
Dska,obložit,svlak,2
sto,být,šestkrát,2
příbytek,vyzdvihnout,den,2
Mojžíš,vyzdvihnout,příbytek,2
Mojžíš,vyzdvihnout,sloup,2
sláva,naplnit,příbytek,2
podobnost,mít,kolo,2
kolo,být,prostřed,2
zvíře,chodit,on,2
kolo,chodit,on,2
duch,být,kolo,2
kolo,vznášet,země,2
každý,mít,dva,2
dva,mít,dva,2
kterýž,bývat,čas,2
kterýž,říci,syn,2
duch,vstoupit,já,2
já,posílat,ty,2
já,posílat,syn,2
prorok,být,prostřed,2
duch,odnést,já,2
stát,stát,dokonání,2
slovo,stát,dokonání,2
já,říci,bezbožný,2
ten,umřít,pravost,2
spravedlnost,přijít,pamět,2
on,hřešit,spravedlivý,2
duše,mít,maso,2
chléb,jíst,zámutek,2
syn,jíst,syn,2
syn,jíst,ty,2
syn,jíst,otec,2
Tehdáš,vystřelit,střela,2
Tehdáš,vystřelit,záhuba,2
Tehdáš,vystřelit,kteréž,2
ten,umřít,mor,2
ostatní,umřít,mor,2
kdo,jít,boj,2
kterýž,posvěcovat,on,2
tento,činit,co,2
tento,činit,kterýž,2
dům,činit,co,2
dům,činit,kterýž,2
hospodin,opustit,země,2
já,učinit,podlé,2
kterýž,být,chrám,2
já,obrátit,cesta,2
každý,mít,tvář,2
duch,vznést,já,2
vy,být,prostřed,2
ostát,moci,boj,2
kterýž,obmítat,vápno,2
kterýž,obmítat,on,2
panovník,pravit,ten,2
kterýž,přijít,prorok,2
já,odpovědět,se,2
on,vysvobodit,svůj,2
on,vysvobodit,se,2
Noé,být,on,2
oheň,sežrat,on,2
dřevo,oddat,kterýž,2
dřevo,oddat,oheň,2
dřevo,oddat,sežrání,2
dřevo,oddat,obyvatel,2
Amorejský,být,země,2
já,shromáždit,všecka,2
kterýž,zošklivit,se,2
kterýž,zošklivit,muž,2
tvůj,sedět,levice,2
tvůj,sedět,pravice,2
všickn,padnout,meč,2
otec,jíst,hrozen,2
oko,pozdvihovat,bůh,2
soud,činit,on,2
syn,ponést,pravost,2
soud,činit,kterouž,2
pravost,být,vy,2
vy,radit,já,2
kterýž,sehrat,dřevo,2
on,říkat,já,2
ten,mít,hádání,2
krev,být,prostřed,2
ohavnost,oznat,on,2
ten,smilnit,Egypt,2
ten,smilnit,mladost,2
ten,smilnit,svůj,2
soud,vykonat,on,2
duše,mít,on,2
duše,mít,sestra,2
duše,mít,jeho,2
duše,odloučit,jenž,2
já,dát,ty,2
krev,být,ruka,2
každý,vcházet,on,2
každý,vcházet,žena,2
los,padnout,on,2
což,oznámit,my,2
věc,znamenat,co,2
já,vztáhnout,ruka,2
tvůj,dělávat,dub,2
tvůj,dělávat,veslo,2
tvůj,dělávat,lavička,2
tvůj,dělávat,kost,2
arabský,kupčívat,kníže,2
arabský,kupčívat,ruka,2
arabský,kupčívat,beran,2
arabský,kupčívat,ten,2
arabský,kupčívat,toba,2
všickn,ztrnout,teba,2
ty,být,věk,2
ten,být,ruka,2
což,být,ruka,2
Sin,mít,bolest,2
Sin,mít,nepřítel,2
Sin,mít,den,2
Nof,mít,bolest,2
Nof,mít,nepřítel,2
Nof,mít,den,2
což,být,Libán,2
dcera,naříkat,Egypt,2
dcera,naříkat,množství,2
ť,mluvit,on,2
kterýž,pouštívat,strach,2
ť,nést,potup,2
jeden,přijít,já,2
já,být,pastýř,2
pastýr,pást,se,2
pást,být,on,2
já,soudit,dobytče,2
město,obrátit,pouš,2
krev,stihat,ty,2
já,zdvihnout,ruka,2
přivést,stát,den,2
ten,být,sláva,2
já,ukázit,toba,2
ten,oznámit,všecek,2
síňka,být,jenž,2
jeho,být,jenž,2
kterýž,přistupovat,hospodin,2
loket,zšířit,loket,2
kterýž,být,pavlač,2
kterýž,přistupovat,já,2
já,mluvit,toba,2
on,být,sloužení,2
stáva,být,sloužení,2
kterýž,držet,stráž,2
kněz,mít,svatyně,2
otevřína,být,den,2
kdož,vejít,braný,2
on,vcházet,on,2
kníže,vcházet,on,2
panovník,pravit,ť,2
voda,scházet,strana,2
ť,ujmout,vy,2
obět,být,prostřed,2
svatyně,být,prostřed,2
pohostina,být,Jeruzalém,2
Nabuchodonozor,přestěhovat,on,2
král,přestěhovat,on,2
kteříž,přijít,Zorobábel,2
tento,být,Izrael,2
ten,vyhledávat,zapsání,2
shromáždění,pospolu,ten,2
čtyřidcet,pospolu,ten,2
zpěvák,být,on,2
lid,prokřikovat,hlas,2
újma,být,komora,2
kdo,poručit,vy,2
Nabuchodonozor,vynést,chrám,2
Nabuchodonozor,vynést,ten,2
Cýrus,vynést,kterýž,2
Cýrus,vynést,chrám,2
Cýrus,vynést,ten,2
král,vynést,chrám,2
král,vynést,ten,2
Nabuchodonozor,pobrat,kterýž,2
hospodin,dát,podlé,2
král,dát,on,2
král,dát,podlé,2
král,obětovat,bůh,2
král,obětovat,dům,2
král,obětovat,svůj,2
kterýž,obětovat,dům,2
kterýž,obětovat,svůj,2
já,poručit,všechen,2
aj,být,teba,2
ten,přijmout,on,2
některý,kážit,oblíbení,2
vy,radovat,já,2
obcování,být,nebese,2
Syntychén,prosit,Evoda,2
bratr,pozdravovat,vy,2
kterýž,vzkřísit,on,2
nic,být,ten,2
spravedlnost,být,zákon,2
kterýž,dávat,vy,2
kteříž,být,zlořečenství,2
kole,být,zlořečenství,2
všickn,být,Kristus,2
kterýž,pracovat,porod,2
ten,mít,mnoho,2
ten,mít,více,2
ten,mít,muž,2
kterýž,mít,mnoho,2
já,pravit,vy,2
obřízka,prospívat,Kristus,2
nic,prospívat,Kristus,2
ten,zachovávat,zákon,2
tma,být,propast,2
bůh,nazvat,světlo,2
bůh,nazvat,den,2
bůh,nazvat,tma,2
bůh,nazvat,noc,2
bůh,nazvat,země,2
bůh,nazvat,shromáždění,2
bůh,nazvat,voda,2
bůh,nazvat,moře,2
ovoce,být,tvář,2
ovoce,být,jenž,2
kteréž,dělat,kteréž,2
hospodin,učinit,jenž,2
ten,obcházet,země,2
Adam,dát,jméno,2
ten,říci,žena,2
ten,říci,vy,2
bůh,říci,žena,2
bůh,říci,vy,2
zlořečený,nad,hovada,2
zlořečený,nad,živočich,2
prach,být,břicho,2
prach,být,všecka,2
prach,být,den,2
Adam,poznat,žena,2
Enoch,chodit,bůh,2
Noé,být,sto,2
Noé,být,léta,2
bůh,říci,Noé,2
já,uvést,potopa,2
Noé,učinit,podlé,2
přijít,stát,den,2
kterýž,být,korába,2
on,vztáhnout,ruka,2
bůh,mluvit,Noé,2
kterýž,vyjít,korába,2
Noé,být,den,2
vrch,dosahat,nebe,2
hospodin,rozptýlit,on,2
hospodin,rozptýlit,země,2
sestra,mít,ty,2
Cos,učinit,ten,2
král,vyjít,on,2
kterýž,vládnout,nebe,2
kterýž,dát,tvůj,2
hospodin,zavřít,život,2
kterýž,vidět,já,2
Sarai,říkat,manželka,2
Sára,porodit,syn,2
manželka,porodit,toba,2
manželka,porodit,syn,2
Abraham,být,léta,2
muž,stát,on,2
Sára,mít,syn,2
Ben,nazvat,jméno,2
dobrodiní,učinit,já,2
Abraham,nazvat,jméno,2
bůh,uslyšet,hlas,2
anděl,zavolat,nebe,2
bůh,být,dítě,2
střelec,být,dítě,2
Abraham,postavit,jehnice,2
Abraham,postavit,kterýž,2
Abraham,postavit,obzvláš,2
ten,být,svědectví,2
Abraham,říci,služebník,2
kterýž,vcházet,město,2
pole,dávat,ten,2
pole,dávat,toba,2
pole,dávat,ť,2
pole,dávat,jeskyně,2
co,být,ten,2
já,stát,studnice,2
ť,poznat,ten,2
hospodin,vést,já,2
hospodin,vést,cesta,2
hospodin,vést,dům,2
kterýž,jít,pole,2
Abraham,zplodit,Izák,2
Izák,být,léta,2
on,porodit,on,2
což,učinit,ten,2
on,odejít,on,2
Zdaliž,mít,ten,2
Eza,mít,nenávist,2
Mahalat,pojmout,žena,2
bůh,obdařit,já,2
Jozef,nazvat,jméno,2
Všed,naleznout,stát,2
on,říci,otec,2
ten,jít,já,2
Jákob,říci,otec,2
Navra,říci,otec,2
Navra,říci,já,2
Jákob,nazvat,jméno,2
syn,jíst,den,2
já,jít,teba,2
kterýž,vyslyšet,já,2
kterýž,být,Sich,2
bůh,zjevit,on,2
Jákob,bydlit,země,2
sen,mít,sen,2
Juda,říci,bratr,2
co,být,dům,2
on,mluvit,den,2
kterýž,být,vězení,2
kráva,vycházet,potok,2
kterýto,pást,mokřina,2
kráva,sežrat,kráva,2
klas,vyrůst,stéblo,2
kdo,vyložit,já,2
věc,být,bůh,2
Farao,dát,jméno,2
Farao,dát,on,2
Farao,dát,dcera,2
Asenat,dát,jméno,2
Asenat,dát,on,2
Asenat,dát,dcera,2
počet,být,on,2
všickn,přicházet,Jozef,2
řko,mluvit,on,2
Izrael,říci,on,2
muž,vzít,dar,2
muž,vzít,ten,2
muž,vzít,peníze,2
muž,vzít,ruka,2
muž,vzít,svůj,2
Jozef,říci,svůj,2
bratr,mluvit,on,2
Jozef,dát,on,2
kterýž,porodit,Jákoba,2
Lában,dát,kterouž,2
Lában,dát,dcera,2
ten,porodit,Jákoba,2
kterýž,narodit,Egypt,2
služebník,mít,tvoj,2
země,být,teba,2
Izrael,bydlit,země,2
syn,přijít,toba,2
bůh,ukázat,já,2
co,dít,vy,2
Abraham,koupit,kterouž,2
Abraham,koupit,pole,2
Abraham,koupit,pohřeb,2
kterýž,vstoupit,on,2
já,zdalit,bůh,2
množství,být,já,2
Izaiáš,vidět,kterýž,2
syn,vidět,kterýž,2
utvrzený,stát,den,2
zákon,vyjít,Sion,2
Onť,soudit,národ,2
přepásání,být,podolka,2
přepásání,být,pytel,2
kterýž,připojovat,dům,2
dílec,vydat,láhvice,2
dílec,vydat,semeno,2
dílec,vydat,efi,2
kdo,jít,my,2
loupežník,pospíchat,kořist,2
izraelský,zpoléhat,ten,2
izraelský,zpoléhat,Hospodina,2
izraelský,zpoléhat,pravda,2
duch,odpočinout,jenž,2
lev,jíst,pleva,2
silnice,být,ostatek,2
svírání,zachvátit,on,2
hospodin,dát,jenž,2
kterýž,dostávat,jáma,2
jho,odejít,on,2
kudyž,chodit,Choronaim,2
ten,sedět,on,2
Moáb,kvílit,Moáb,2
jeden,kvílit,Moáb,2
každý,kvílit,Moáb,2
ptactvo,být,on,2
město,být,den,2
žalostit,být,pověst,2
být,stát,den,2
navštívit,být,dokonání,2
naříkání,být,ulice,2
město,být,ty,2
město,ponižovat,on,2
město,ponižovat,země,2
pokoj,učinit,pokoj,2
hospodin,uvodit,pomsta,2
Kníž,bloudit,vidění,2
kterýž,znát,písmo,2
čti,mzelat,on,2
lid,přibližovat,ústa,2
lid,přibližovat,já,2
kterýž,prospět,on,2
kterýž,zacpávat,ucho,2
pelikán,bydlit,on,2
ruka,rozdělit,on,2
aj,přijít,pomsta,2
aj,přijít,odplata,2
hospodin,slyšet,slovo,2
což,zrodit,se,2
konec,učinit,já,2
hospodin,vysvobodit,já,2
prorok,přijít,ten,2
ť,mít,skrytý,2
ť,mít,Hospodin,2
ť,mít,bůh,2
cesta,mít,skrytý,2
cesta,mít,Hospodin,2
cesta,mít,bůh,2
já,opustit,on,2
ruka,učinit,ten,2
což,pocházet,on,2
chvála,být,končina,2
chvála,být,on,2
což,být,končina,2
hospodin,mít,svůj,2
já,milovat,ty,2
kdo,být,on,2
kdo,odvrátit,on,2
kterýž,sformovat,život,2
já,činit,všecek,2
já,učinit,země,2
kterýž,sformovat,země,2
kterýž,sformovat,bydlení,2
kdo,volat,on,2
zlý,přijít,pojedna,2
zpuštění,přijít,pojedna,2
kterýž,nazývat,jméno,2
hospodin,vykoupit,služebník,2
kterýž,být,tma,2
kterýž,zžírat,ty,2
ten,být,ť,2
ješto,bát,Hospodina,2
hospodin,potěšit,pustina,2
kterýž,roztáhnout,nebesa,2
kterýž,rozdělovat,moře,2
tvůj,vložit,slovo,2
tvůj,vložit,ústa,2
kdo,politovat,ty,2
kdo,uvěřit,kázaný,2
kdo,uvěřit,náš,2
vyťa,být,země,2
syn,být,Hospodina,2
všickn,být,Hospodina,2
aj,stvořit,kovář,2
aj,stvořit,zhoubka,2
kterýž,vyjít,ústa,2
kterýž,kvílit,on,2
noha,běžet,zlý,2
smlouva,mít,slovo,2
kterýž,trápit,ty,2
klaně,být,zpodek,2
duše,mít,bůh,2
on,vykoupit,on,2
my,být,věk,2
hora,rozplývat,oblíčej,2
kterýž,popouzet,já,2
kterýž,jedit,maso,2
já,učinit,svůj,2
kterýž,dávat,požehnání,2
kterýž,dávat,země,2
kdož,přisahat,země,2
kdož,přisahat,bůh,2
had,být,pokrm,2
prach,být,pokrm,2
všecek,stát,on,2
bolest,přijít,on,2
kterýž,otvírat,život,2
nebesa,stát,já,2
nebesa,stát,síma,2
tělo,přicházet,sobota,2
bůh,být,počátek,2
bůh,být,bůh,2
život,být,on,2
všickn,uvěřit,on,2
ten,být,farize,2
Jan,odpovědět,on,2
já,znát,on,2
Natanael,říci,on,2
Filip,říci,on,2
Žeť,říci,on,2
matka,říci,on,2
Ježíš,učinit,ten,2
horlivost,sníst,já,2
ten,přijít,Ježíš,2
ten,přijít,noc,2
ten,přijít,bůh,2
mistr,přijít,Ježíš,2
mistr,přijít,noc,2
mistr,přijít,bůh,2
otec,milovat,syn,2
kterýž,modlit,on,2
kterýž,mluvit,teba,2
kdož,žnát,odplata,2
kdo,žnát,odplata,2
mnohý,uvěřit,ten,2
Ježíš,mluvit,on,2
Ježíš,jít,Jeruzalém,2
on,činit,cožkole,2
on,činit,toť,2
syn,činit,cožkole,2
syn,činit,toť,2
kdo,ctít,syn,2
kdo,ctít,otec,2
ctít,ctít,syn,2
ctít,ctít,otec,2
mrtvý,uslyšet,hlas,2
kteříž,uslyšet,hlas,2
kterýž,být,hrob,2
on,poslat,kteréhož,2
vy,mít,jenž,2
Ježíš,odšít,moře,2
jeden,dědět,on,2
Ježíš,přijít,on,2
an,chodit,moře,2
učedlník,vstoupit,kterouž,2
on,vstoupit,kterouž,2
otec,jíst,manna,2
otec,jíst,poušť,2
chléb,dávat,my,2
kdož,přicházet,já,2
bratr,říci,on,2
já,vydávat,svědectví,2
já,mluvit,se,2
on,poslat,já,2
žádný,vztáhnout,ruka,2
žádný,vztáhnout,on,2
farize,říci,on,2
já,mluvit,svět,2
lež,mluvit,svůj,2
farize,otázat,on,2
kdo,otevřít,oko,2
kdož,vcházet,dveře,2
Ježíš,povědět,ten,2
otec,dát,on,2
žid,odpovědět,on,2
otec,být,já,2
mnohý,přijít,on,2
světlo,být,on,2
Marta,vyjít,on,2
Marta,říci,on,2
Ježíš,učinit,co,2
člověk,umřít,lid,2
měšec,mít,péče,2
kdož,milovat,duše,2
kdo,sloužit,já,2
kdož,vidět,ten,2
ten,pozdvihnout,já,2
ť,přijímat,ten,2
kdož,přijímat,já,2
kdož,přijímat,ten,2
Ježíš,milovat,jenž,2
bůh,oslavit,se,2
vespolek,milovat,jeden,2
vy,milovat,jeden,2
Filipe,vidět,já,2
Filipe,vidět,otec,2
kdož,vidět,otec,2
já,být,já,2
on,činit,ten,2
kdož,milovat,já,2
ten,nést,ovoce,2
ť,stát,vy,2
kole,prosit,otec,2
kole,prosit,jméno,2
kdož,nenávidět,otec,2
ť,nenávidět,otec,2
žádný,činit,skutek,2
žádný,činit,jenž,2
jiný,činit,skutek,2
jiný,činit,on,2
jiný,činit,jenž,2
některý,říci,se,2
já,prosit,on,2
já,prosit,svět,2
já,poslat,já,2
já,dát,sláva,2
já,dát,já,2
já,milovat,on,2
jakožs,milovat,on,2
jakožs,milovat,já,2
on,říci,Ježíš,2
Petr,stát,dveře,2
já,mluvit,co,2
on,povědět,ten,2
vy,vzít,on,2
já,nalézat,on,2
já,nalézat,vina,2
Pilát,uslyšet,řeč,2
los,metat,oděv,2
ten,přijmout,se,2
já,vzít,on,2
ten,říci,Petr,2
Ježíš,milovat,kteréhož,2
Petr,viděvat,ten,2
kterýž,vydávat,věc,2
Ježíš,činit,kterýž,2
Satan,přijít,on,2
což,mít,se,2
Satan,vyjít,tvář,2
nahý,vyjít,život,2
Job,zhřešit,ten,2
Job,zhřešit,všechen,2
kterýž,dávat,ť,2
sen,strašit,já,2
kdo,znát,ten,2
síla,být,on,2
on,uvodit,nemoudrost,2
postrptež,přiď,já,2
cokoli,přiď,já,2
bezbožný,trápit,všecka,2
kost,přilnout,kůže,2
oko,spatřit,on,2
duch,nutit,odpovídání,2
duch,nutit,toba,2
bůh,vyhnat,on,2
kteříž,říkat,bůh,2
bezbožný,mívat,den,2
časový,mít,Všemohoucí,2
ten,mít,Všemohoucí,2
bůh,činit,ten,2
Job,vést,řeč,2
kterýž,mít,spomocník,2
harfa,mít,hlas,2
píšťalka,mít,hlas,2
lopatka,mít,plece,2
lopatka,mít,kloub,2
ruka,mít,plece,2
ruka,mít,kloub,2
Kořiti,být,bůh,2
bůh,vykoupit,duše,2
kterýž,mít,soud,2
kdo,spatřit,on,2
kdož,honit,on,2
já,oslavovat,ty,2
Cožkoli,být,nebe,2
ten,mrzet,já,2
což,být,já,2
kterýž,být,hůra,2
kterýž,stát,Joel,2
ten,stát,Joel,2
obyvatel,pozorovat,všickn,2
oheň,sežrat,pastvisko,2
hvězda,potratit,blesk,2
kterýž,litovat,zlý,2
mládenec,vídat,vidění,2
vy,mít,já,2
ť,obrátit,odplata,2
ť,obrátit,hlava,2
duše,mít,chrám,2
duše,mít,tvůj,2
modlitba,mít,chrám,2
modlitba,mít,tvůj,2
Mojžíš,přikázat,co,2
Mojžíš,dát,kterouž,2
Mojžíš,dát,strana,2
muž,být,já,2
Jozue,říci,syn,2
kterýž,ležet,strana,2
tento,zůstávat,věk,2
jenž,nést,truhlo,2
hospodin,vysušit,voda,2
kterýž,vysušit,voda,2
zeduka,obořit,místo,2
zbrojní,jít,kněz,2
zbrojní,jít,truhlý,2
ostatní,jít,kněz,2
ostatní,jít,truhlý,2
mládenec,vyvést,rodina,2
Raab,vyvést,rodina,2
lid,uházet,on,2
kterýž,trvat,den,2
kterýž,padnout,den,2
vy,bydlět,prostřed,2
vy,bydlět,my,2
Hai,učinit,Jericho,2
hospodin,dát,moc,2
hospodin,bojovat,Izrael,2
Izrael,všeckat,Lachis,2
Izrael,všeckat,Eglon,2
Jozue,vzít,země,2
lid,všeckat,on,2
kterýž,táhnout,Seir,2
všecka,vyhnout,obyvatel,2
všecka,vyhnout,tvář,2
protož,bydlit,prostřed,2
Léví,dát,pokolení,2
kterýž,být,Medaba,2
Mojžíš,dát,dědictví,2
Mojžíš,poslat,já,2
jaký,mít,tehdáž,2
mez,být,zátoka,2
kterýž,být,vcházení,2
kdo,dobýt,Kariatsefer,2
Otoniel,dobýt,on,2
Kálef,říci,on,2
Jebuzejský,bydlit,syn,2
Jebuzejský,bydlit,den,2
syn,vzít,dědictví,2
Salfad,mít,syn,2
Galád,přijít,syn,2
díl,být,poledne,2
syn,odpovědět,jenž,2
jenž,být,poledne,2
Bethel,být,poledne,2
Betoron,být,poledne,2
syn,dát,dědictví,2
vražedlník,dát,syn,2
vražedlník,dát,město,2
hospodin,dát,bratrý,2
hospodin,dát,Jordán,2
Mojžíš,dát,odpočinutí,2
Mojžíš,dát,bratrý,2
pokolení,dát,Polovice,2
pokolení,dát,polovice,2
pokolení,dát,bratrý,2
pokolení,dát,Jordán,2
pokolení,dát,západ,2
dědictví,dát,Polovice,2
dědictví,dát,polovice,2
dědictví,dát,bratrý,2
dědictví,dát,Jordán,2
dědictví,dát,západ,2
Jozue,dát,Polovice,2
Jozue,dát,polovice,2
Jozue,dát,bratrý,2
Jozue,dát,Jordán,2
Jozue,dát,západ,2
vy,vidět,všecek,2
onť,bojovat,vy,2
bůh,vyhnat,tvář,2
otec,sloužit,kdo,2
lid,odpovědět,jenž,2
bůh,snést,pravost,2
kámen,být,my,2
kámen,být,vy,2
povědo,být,skutek,2
kteříž,bojovat,toba,2
kdo,učinit,on,2
meč,proniknout,duše,2
já,přivést,vy,2
já,přivést,národ,2
skot,pojit,brava,2
skot,pojit,kmen,2
nátisk,být,prostřed,2
studnice,vypryšťovat,voda,2
studnice,vypryšťovat,zlost,2
onen,vypryšťovat,voda,2
onen,vypryšťovat,zlost,2
všickn,vydat,lakomství,2
všickn,provodit,kněz,2
všickn,provodit,falba,2
ten,modnout,lid,2
vy,být,lidé,2
všecka,mluvit,on,2
můj,vstoupit,srdce,2
kdo,dát,ten,2
kdo,postavit,já,2
Judská,obrátit,Jeruzalém,2
Judská,obrátit,hromada,2
Judská,obrátit,město,2
Judská,obrátit,pustina,2
kterýž,bydlet,kout,2
kterýž,bydlet,poušť,2
kdož,bát,ty,2
kterýž,učinit,země,2
kterýž,učinit,moc,2
kterýž,utvrdit,okršlek,2
kterýž,utvrdit,moudrost,2
Kárej,setřít,já,2
abys,setřít,já,2
hněv,vylit,národ,2
hospodin,oznámit,já,2
já,vyplénit,on,2
já,vyplénit,země,2
já,vyplénit,prostředek,2
dům,vyplénit,on,2
dům,vyplénit,země,2
dům,vyplénit,prostředek,2
kterýž,chodit,zdání,2
kterýž,chodit,bůh,2
podolka,odkrýt,tvůj,2
kdo,pochovávat,on,2
slunce,zapadnout,on,2
Zdaliž,polat,železo,2
kterýž,doufat,Hospodina,2
kterýž,zpytovat,srdce,2
každý,navraťtzat,jeden,2
já,uvést,bída,2
Jeremiáš,říci,on,2
kterýž,oblehnout,vy,2
kdokoli,zůstat,město,2
hospodin,pravit,syn,2
líbost,být,jenž,2
já,shromáždit,země,2
kterýž,pást,on,2
ť,přijít,vy,2
hospodin,dít,prorok,2
já,svodit,svůj,2
lid,svodit,svůj,2
lžm,svodit,svůj,2
Jeremiáš,mluvit,lid,2
hospodin,posílat,prorok,2
kterážkoli,být,svrchek,2
hospodin,být,obydlí,2
řvát,být,obydlí,2
hlas,vydat,svůj,2
bída,jít,národ,2
slovo,stát,počátek,2
hospodin,poslat,pravda,2
slovo,stát,Jeremiáš,2
já,dát,všecka,2
já,dát,země,2
já,dát,král,2
kterýž,sloužit,on,2
Jeremiáš,říci,prorok,2
já,mluvit,kterýž,2
Chananiáš,polámat,jho,2
Chananiáš,polámat,jha,2
prorok,polámat,jho,2
prorok,polámat,jha,2
Jeremiáš,poslat,kterýž,2
Jeremiáš,poslat,ostatek,2
